step,drag,lift,cd,cl
0.000000000000000000e+00,-3.099999999999998312e+00,-9.999999999999890921e-02,-7.749999999999994316e+01,-2.499999999999972466e+00
5.000000000000000000e+01,-2.067365957473199956e+00,-5.757129615916362769e-02,-5.168414893682999178e+01,-1.439282403979090352e+00
1.000000000000000000e+02,-1.495695464751578330e+00,2.934583203757694381e-02,-3.739238661878945180e+01,7.336458009394234425e-01
1.500000000000000000e+02,-1.229455377330190391e+00,-2.337918748557597792e-02,-3.073638443325475222e+01,-5.844796871393993509e-01
2.000000000000000000e+02,-1.050579523540901006e+00,-1.686129732336977827e-01,-2.626448808852251915e+01,-4.215324330842443956e+00
2.500000000000000000e+02,-9.329690641749190938e-01,-9.298532059753161771e-02,-2.332422660437297424e+01,-2.324633014938290110e+00
3.000000000000000000e+02,-8.111152906149242670e-01,-1.384859045940232403e-01,-2.027788226537310123e+01,-3.462147614850580535e+00
3.500000000000000000e+02,-7.181950139971471359e-01,-1.230878495277532847e-01,-1.795487534992867396e+01,-3.077196238193831590e+00
4.000000000000000000e+02,-6.600140231399908020e-01,-2.139519033398078474e-01,-1.650035057849976639e+01,-5.348797583495195518e+00
4.500000000000000000e+02,-6.150463695866470459e-01,-1.975461787623006560e-01,-1.537615923966617260e+01,-4.938654469057515151e+00
5.000000000000000000e+02,-5.724201307181380205e-01,-2.688444081886711134e-01,-1.431050326795344851e+01,-6.721110204716776337e+00
5.500000000000000000e+02,-5.397606071976396303e-01,-2.367724946588889434e-01,-1.349401517994098754e+01,-5.919312366472222031e+00
6.000000000000000000e+02,-5.207834773655798388e-01,-2.675960067749902915e-01,-1.301958693413949320e+01,-6.689900169374755734e+00
6.500000000000000000e+02,-5.151889276187707756e-01,-2.584523818873506462e-01,-1.287972319046926728e+01,-6.461309547183764934e+00
7.000000000000000000e+02,-5.183537808170323169e-01,-2.630521758086431516e-01,-1.295884452042580470e+01,-6.576304395216077125e+00
7.500000000000000000e+02,-5.319340798346434696e-01,-2.391477041782501534e-01,-1.329835199586608496e+01,-5.978692604456252724e+00
8.000000000000000000e+02,-5.530462032704931419e-01,-2.199224806358932582e-01,-1.382615508176232666e+01,-5.498062015897330568e+00
8.500000000000000000e+02,-5.834726921566955049e-01,-1.931962933878194066e-01,-1.458681730391738540e+01,-4.829907334695484167e+00
9.000000000000000000e+02,-6.223468393306355040e-01,-1.580618761214090395e-01,-1.555867098326588405e+01,-3.951546903035225267e+00
9.500000000000000000e+02,-6.688459539338595938e-01,-1.263879936994320441e-01,-1.672114884834648763e+01,-3.159699842485800492e+00
1.000000000000000000e+03,-7.186899764142664626e-01,-7.427984329362966043e-02,-1.796724941035665779e+01,-1.856996082340741205e+00
1.050000000000000000e+03,-7.669511095184923244e-01,-3.065560257438534886e-02,-1.917377773796230400e+01,-7.663900643596335271e-01
1.100000000000000000e+03,-8.035793706921552371e-01,1.643961341977537294e-02,-2.008948426730387737e+01,4.109903354943842402e-01
1.150000000000000000e+03,-8.315777002819187969e-01,4.093897850821370810e-02,-2.078944250704796559e+01,1.023474462705342480e+00
