step,drag,lift,cd,cl
0.000000000000000000e+00,-3.099999999999998312e+00,-9.999999999999890921e-02,-7.749999999999994316e+01,-2.499999999999972466e+00
5.000000000000000000e+01,-1.933499197799008362e+00,-3.039259442128313671e-01,-4.833747994497520040e+01,-7.598148605320782956e+00
1.000000000000000000e+02,-1.087450713582888584e+00,-2.361728284185085347e-01,-2.718626783957220994e+01,-5.904320710462712007e+00
1.500000000000000000e+02,-6.893502321046297565e-01,-3.258677649578644586e-01,-1.723375580261573958e+01,-8.146694123946609523e+00
2.000000000000000000e+02,-4.658951274875343662e-01,-3.077606616837171294e-01,-1.164737818718835705e+01,-7.694016542092926514e+00
2.500000000000000000e+02,-3.615012466090423149e-01,-3.006452249898751705e-01,-9.037531165226056373e+00,-7.516130624746877764e+00
3.000000000000000000e+02,-2.331395242681273960e-01,-3.111244763281301728e-01,-5.828488106703184179e+00,-7.778111908203253044e+00
3.500000000000000000e+02,-1.392194356655918064e-01,-2.851498106561023427e-01,-3.480485891639794271e+00,-7.128745266402557235e+00
4.000000000000000000e+02,-1.059983752705944970e-01,-2.786466568026068069e-01,-2.649959381764861899e+00,-6.966166420065168730e+00
4.500000000000000000e+02,-8.758805340652184301e-02,-2.791843695223985566e-01,-2.189701335163045659e+00,-6.979609238059962806e+00
5.000000000000000000e+02,-8.221961205282626861e-02,-2.579816043808511594e-01,-2.055490301320656243e+00,-6.449540109521278097e+00
5.500000000000000000e+02,-8.509434563270606988e-02,-2.486323713711370287e-01,-2.127358640817651469e+00,-6.215809284278424940e+00
6.000000000000000000e+02,-9.586274393291688289e-02,-2.355673589576421922e-01,-2.396568598322921684e+00,-5.889183973941054084e+00
6.500000000000000000e+02,-1.101242844804167370e-01,-2.227978633064416347e-01,-2.753107112010417801e+00,-5.569946582661040146e+00
7.000000000000000000e+02,-1.231628017760425936e-01,-2.105458646730356542e-01,-3.079070044401064354e+00,-5.263646616825890412e+00
7.500000000000000000e+02,-1.305316073805788957e-01,-1.973216933636270654e-01,-3.263290184514471726e+00,-4.933042334090675496e+00
8.000000000000000000e+02,-1.355850727329345473e-01,-1.866819808411410431e-01,-3.389626818323363100e+00,-4.667049521028524772e+00
8.500000000000000000e+02,-1.375256958916565297e-01,-1.779081882888955690e-01,-3.438142397291412689e+00,-4.447704707222388087e+00
9.000000000000000000e+02,-1.387488746727949529e-01,-1.697021480632568968e-01,-3.468721866819873156e+00,-4.242553701581421421e+00
9.500000000000000000e+02,-1.388162318150589214e-01,-1.615712382913018774e-01,-3.470405795376472202e+00,-4.039280957282546325e+00
1.000000000000000000e+03,-1.377181196293636445e-01,-1.566333351376851535e-01,-3.442952990734090335e+00,-3.915833378442127977e+00
1.050000000000000000e+03,-1.357801110078451501e-01,-1.525027449289073078e-01,-3.394502775196128308e+00,-3.812568623222682085e+00
1.100000000000000000e+03,-1.281828673741570446e-01,-1.503926210374754158e-01,-3.204571684353925587e+00,-3.759815525936884839e+00
1.150000000000000000e+03,-1.212907980313958078e-01,-1.461451212632374763e-01,-3.032269950784894696e+00,-3.653628031580936408e+00
1.200000000000000000e+03,-1.326740473683363231e-01,-1.454183856756778304e-01,-3.316851184208407410e+00,-3.635459641891944926e+00
1.250000000000000000e+03,-1.337928763970802071e-01,-1.491176243512115640e-01,-3.344821909927004455e+00,-3.727940608780288212e+00
1.300000000000000000e+03,-1.269153788563285867e-01,-1.469267839646458684e-01,-3.172884471408214058e+00,-3.673169599116146156e+00
1.350000000000000000e+03,-1.225084628571285333e-01,-1.457141579436785350e-01,-3.062711571428212931e+00,-3.642853948591962876e+00
1.400000000000000000e+03,-1.223980357148691245e-01,-1.471693975214406758e-01,-3.059950892871727390e+00,-3.679234938036016089e+00
1.450000000000000000e+03,-1.173635287721907505e-01,-1.477030451816064294e-01,-2.934088219304768153e+00,-3.692576129540160235e+00
1.500000000000000000e+03,-1.085206276392091523e-01,-1.462013103158247285e-01,-2.713015690980228101e+00,-3.655032757895617657e+00
1.550000000000000000e+03,-1.084866248587711968e-01,-1.457522549225015729e-01,-2.712165621469279309e+00,-3.643806373062538739e+00
1.600000000000000000e+03,-1.086688008611432499e-01,-1.464499860904365791e-01,-2.716720021528580720e+00,-3.661249652260913923e+00
1.650000000000000000e+03,-1.086693369897734351e-01,-1.456765481637710691e-01,-2.716733424744335323e+00,-3.641913704094275950e+00
1.700000000000000000e+03,-1.077892734554496967e-01,-1.459503989038685168e-01,-2.694731836386242030e+00,-3.648759972596712142e+00
1.750000000000000000e+03,-1.088881881696538712e-01,-1.452203783388324454e-01,-2.722204704241346196e+00,-3.630509458470810635e+00
1.800000000000000000e+03,-1.089225084361803986e-01,-1.451419964486406200e-01,-2.723062710904509576e+00,-3.628549911216014667e+00
1.850000000000000000e+03,-1.086649671961374408e-01,-1.449583849692305804e-01,-2.716624179903435632e+00,-3.623959624230763676e+00
1.900000000000000000e+03,-1.081232642794630328e-01,-1.444111695606199453e-01,-2.703081606986575292e+00,-3.610279239015497854e+00
1.950000000000000000e+03,-1.076191195900729203e-01,-1.443628832956246055e-01,-2.690477989751822285e+00,-3.609072082390614611e+00
2.000000000000000000e+03,-1.069666014907966756e-01,-1.440229609311289849e-01,-2.674165037269916390e+00,-3.600574023278223734e+00
2.050000000000000000e+03,-1.062439739073519906e-01,-1.439296107003802394e-01,-2.656099347683799294e+00,-3.598240267509505319e+00
2.100000000000000000e+03,-1.054764916665047736e-01,-1.436936754543044203e-01,-2.636912291662618646e+00,-3.592341886357609759e+00
2.150000000000000000e+03,-1.048155714032197594e-01,-1.435932774930873401e-01,-2.620389285080493291e+00,-3.589831937327182754e+00
2.200000000000000000e+03,-1.042092232067433483e-01,-1.433510472211668718e-01,-2.605230580168583110e+00,-3.583776180529171018e+00
2.250000000000000000e+03,-1.036694929010035932e-01,-1.432082869601741248e-01,-2.591737322525089482e+00,-3.580207174004352400e+00
2.300000000000000000e+03,-1.031396075905969822e-01,-1.429914703408343146e-01,-2.578490189764924168e+00,-3.574786758520857255e+00
2.350000000000000000e+03,-1.027137991550503282e-01,-1.427594025413619350e-01,-2.567844978876257844e+00,-3.568985063534047875e+00
2.400000000000000000e+03,-1.024222620554590124e-01,-1.425779688175670135e-01,-2.560556551386474755e+00,-3.564449220439174670e+00
2.450000000000000000e+03,-1.021105768637106392e-01,-1.423994586700329523e-01,-2.552764421592765398e+00,-3.559986466750823197e+00
2.500000000000000000e+03,-1.018232792511165052e-01,-1.421666285518217165e-01,-2.545581981277912131e+00,-3.554165713795542025e+00
2.550000000000000000e+03,-1.018384403883497713e-01,-1.419787394971023797e-01,-2.545961009708743727e+00,-3.549468487427558827e+00
2.600000000000000000e+03,-1.012003412845370598e-01,-1.419533007457470519e-01,-2.530008532113425801e+00,-3.548832518643675549e+00
2.650000000000000000e+03,-1.003941345947310521e-01,-1.415333191736958818e-01,-2.509853364868275705e+00,-3.538332979342396545e+00
2.700000000000000000e+03,-1.000640212198926071e-01,-1.413336551986430767e-01,-2.501600530497314789e+00,-3.533341379966076445e+00
2.750000000000000000e+03,-9.995009500507456845e-02,-1.412065058610087465e-01,-2.498752375126863878e+00,-3.530162646525218051e+00
2.800000000000000000e+03,-9.967127796841213083e-02,-1.410129838176776840e-01,-2.491781949210302827e+00,-3.525324595441941433e+00
2.850000000000000000e+03,-9.938697688049973056e-02,-1.408068686725349739e-01,-2.484674422012493000e+00,-3.520171716813373486e+00
2.900000000000000000e+03,-9.944335687922242761e-02,-1.406320946143491124e-01,-2.486083921980560163e+00,-3.515802365358727144e+00
2.950000000000000000e+03,-9.934316203259141442e-02,-1.405493418032460196e-01,-2.483579050814785028e+00,-3.513733545081149767e+00
3.000000000000000000e+03,-9.905246778656753848e-02,-1.403828862249204557e-01,-2.476311694664187879e+00,-3.509572155623010836e+00
3.050000000000000000e+03,-9.878316979179999069e-02,-1.402474443488607170e-01,-2.469579244794999351e+00,-3.506186108721517147e+00
3.100000000000000000e+03,-9.856925399771898633e-02,-1.401183503908412786e-01,-2.464231349942973992e+00,-3.502958759771031438e+00
3.150000000000000000e+03,-9.834670510104363828e-02,-1.400127485675863315e-01,-2.458667627526090360e+00,-3.500318714189657676e+00
3.200000000000000000e+03,-9.811500783368133638e-02,-1.399148331977990156e-01,-2.452875195842032952e+00,-3.497870829944974780e+00
3.250000000000000000e+03,-9.793592974627993164e-02,-1.398073661067202877e-01,-2.448398243656997764e+00,-3.495184152668006305e+00
3.300000000000000000e+03,-9.779459024200565231e-02,-1.397365458990832976e-01,-2.444864756050140642e+00,-3.493413647477081607e+00
3.350000000000000000e+03,-9.768230007197106768e-02,-1.396621046231373842e-01,-2.442057501799276054e+00,-3.491552615578433993e+00
3.400000000000000000e+03,-9.759471577301852274e-02,-1.396015490079287880e-01,-2.439867894325462583e+00,-3.490038725198219005e+00
3.450000000000000000e+03,-9.753974356226310927e-02,-1.395533294215083875e-01,-2.438493589056577093e+00,-3.488833235537708966e+00
3.500000000000000000e+03,-9.751752013433942490e-02,-1.395181131222548165e-01,-2.437938003358484984e+00,-3.487952828056369636e+00
3.550000000000000000e+03,-9.752489539502869065e-02,-1.394977802955270074e-01,-2.438122384875716975e+00,-3.487444507388174575e+00
3.600000000000000000e+03,-9.756172786916422757e-02,-1.394972905107099148e-01,-2.439043196729105301e+00,-3.487432262767747204e+00
3.650000000000000000e+03,-9.763029213915272453e-02,-1.395157049019249973e-01,-2.440757303478817697e+00,-3.487892622548124155e+00
3.700000000000000000e+03,-9.773671888548521314e-02,-1.395545123964226641e-01,-2.443417972137129635e+00,-3.488862809910565854e+00
3.750000000000000000e+03,-9.788081158208733479e-02,-1.396209586185257479e-01,-2.447020289552182870e+00,-3.490523965463142808e+00
3.800000000000000000e+03,-9.805601735762708993e-02,-1.397110182991850857e-01,-2.451400433940676749e+00,-3.492775457479626589e+00
3.850000000000000000e+03,-9.826910366310713518e-02,-1.398254827393637378e-01,-2.456727591577677838e+00,-3.495637068484092946e+00
3.900000000000000000e+03,-9.852955559381480766e-02,-1.399720902950691015e-01,-2.463238889845369872e+00,-3.499302257376726732e+00
3.950000000000000000e+03,-9.882448014818107085e-02,-1.401516847124804899e-01,-2.470612003704526494e+00,-3.503792117812011497e+00
